"Received
Posted","Operator Name
Number",Operator Contact,"Approved Date
API No.
(Scout Card Link)",Type of Permit,Well Name/Number,Objective Formation,Proposed TD,Well Location,Footage Call,Field,County
"03/22/2017
03/24/2017","NOBLE ENERGY INC
100322 ","Justin Garrett 
(303) 228 4449 ","05/15/2017
05-123-44840-00",DR ,"Waste Management
Y23-712 ",CODELL ,19997,NENE 11 2N 64W,787 FNL 756 FEL,"WATTENBERG
90750 ",WELD 
"01/04/2017
01/12/2017","NOBLE ENERGY INC
100322 ","Justin Garrett 
(303) 228 4449 ","05/15/2017
05-123-44842-00",DR ,"Waste Management
Y23-720 ",NIOBRARA ,19369,NENE 11 2N 64W,787 FNL 794 FEL,"WATTENBERG
90750 ",WELD 
"01/04/2017
01/12/2017","NOBLE ENERGY INC
100322 ","Justin Garrett 
(303) 228 4449 ","05/15/2017
05-123-44846-00",DR ,"Waste Management
Y23-752 ",NIOBRARA ,19397,NWNE 11 2N 64W,787 FNL 2520 FEL,"WATTENBERG
90750 ",WELD 
"01/04/2017
01/12/2017","NOBLE ENERGY INC
100322 ","Justin Garrett 
(303) 228 4449 ","05/15/2017
05-123-44847-00",DR ,"Waste Management
Y23-776 ",NIOBRARA ,19513,NWNW 11 2N 64W,787 FNL 953 FWL,"WATTENBERG
90750 ",WELD 
"01/04/2017
01/12/2017","NOBLE ENERGY INC
100322 ","Justin Garrett 
(303) 228 4449 ","05/15/2017
05-123-44843-00",DR ,"Waste Management
Y23-744 ",NIOBRARA ,19427,NWNE 11 2N 64W,787 FNL 2483 FEL,"WATTENBERG
90750 ",WELD 
"01/04/2017
01/12/2017","NOBLE ENERGY INC
100322 ","Justin Garrett 
(303) 228 4449 ","05/15/2017
05-123-44839-00",DR ,"Waste Management
Y23-784 ",NIOBRARA ,19430,NWNW 11 2N 64W,787 FNL 916 FWL,"WATTENBERG
90750 ",WELD 
"01/04/2017
01/12/2017","NOBLE ENERGY INC
100322 ","Justin Garrett 
(303) 228 4449 ","05/15/2017
05-123-44841-00",DR ,"Waste Management
Y23-736 ",CODELL ,19595,NWNE 11 2N 64W,787 FNL 2445 FEL,"WATTENBERG
90750 ",WELD 
"01/04/2017
01/12/2017","NOBLE ENERGY INC
100322 ","Justin Garrett 
(303) 228 4449 ","05/15/2017
05-123-44838-00",DR ,"Waste Management
Y23-760 ",CODELL ,19646,NWNE 11 2N 64W,787 FNL 2558 FEL,"WATTENBERG
90750 ",WELD 
"02/22/2017
03/01/2017","CONFLUENCE DJ LLC
10518 ","Julie Webb 
(720) 359-1555 ","05/15/2017
05-123-44837-00",DR ,"Antico
34-3-6 ",NIOBRARA ,12217,SWSE 34 1N 65W,400 FSL 2351 FEL,"WATTENBERG
90750 ",WELD 
"04/05/2017
04/14/2017","NGL WATER SOLUTIONS DJ LLC
10373 ","PAUL GOTTLOB 
(720) 420-5747 ","05/15/2017
05-123-44836-00",DR ,"NGL
C5B ","ATOKA, LOWER SATANKA, LYONS, FOUNTAIN, WOLFCAMP, AMAZON, COUNCIL GROVE, MISSOURI, ADMIRE, DES MOINES, VIRGIL ",11155,NESW 29 2N 64W,1873 FSL 2469 FWL,"WATTENBERG
90750 ",WELD 
"03/08/2017
03/14/2017","NGL WATER SOLUTIONS DJ LLC
10373 ","PAUL GOTTLOB 
(720) 420-5747 ","05/15/2017
05-123-44835-00",DR ,"NGL
C10B ","DES MOINES, LOWER SATANKA, VIRGIL, WOLFCAMP, AMAZON, ADMIRE, COUNCIL GROVE, FOUNTAIN, ATOKA, LYONS, MISSOURI ",10500,SWNW 35 7N 65W,2219 FNL 230 FWL,"WATTENBERG
90750 ",WELD 
"03/21/2017
03/24/2017","SYNERGY RESOURCES CORPORATION
10311 ","Erin Ekblad 
(720) 616.4319 ","05/15/2017
05-123-44828-00",DR ,"Leffler
41C-23-L ",CODELL ,17709,SENE 21 6N 66W,1921 FNL 275 FEL,"WATTENBERG
90750 ",WELD 
"03/21/2017
03/24/2017","SYNERGY RESOURCES CORPORATION
10311 ","Erin Ekblad 
(720) 616.4319 ","05/15/2017
05-123-44832-00",DR ,"Leffler
8N-23A-L ",NIOBRARA ,17393,SENE 21 6N 66W,1941 FNL 275 FEL,"WATTENBERG
90750 ",WELD 
"03/21/2017
03/24/2017","SYNERGY RESOURCES CORPORATION
10311 ","Erin Ekblad 
(720) 616.4319 ","05/15/2017
05-123-44824-00",DR ,"Leffler
8C-23-L ",CODELL ,17691,SENE 21 6N 66W,1961 FNL 275 FEL,"WATTENBERG
90750 ",WELD 
"03/21/2017
03/24/2017","SYNERGY RESOURCES CORPORATION
10311 ","Erin Ekblad 
(720) 616.4319 ","05/15/2017
05-123-44823-00",DR ,"Leffler
8N-23B-L ",NIOBRARA ,17366,SENE 21 6N 66W,1981 FNL 275 FEL,"WATTENBERG
90750 ",WELD 
"03/21/2017
03/24/2017","SYNERGY RESOURCES CORPORATION
10311 ","Erin Ekblad 
(720) 616.4319 ","05/15/2017
05-123-44827-00",DR ,"Leffler
26C-23-L ",CODELL ,17858,SENE 21 6N 66W,1821 FNL 275 FEL,"WATTENBERG
90750 ",WELD 
"03/21/2017
03/24/2017","SYNERGY RESOURCES CORPORATION
10311 ","Erin Ekblad 
(720) 616.4319 ","05/15/2017
05-123-44830-00",DR ,"Leffler
1N-23C-L ",NIOBRARA ,17693,SENE 21 6N 66W,1841 FNL 275 FEL,"WATTENBERG
90750 ",WELD 
"03/21/2017
03/24/2017","SYNERGY RESOURCES CORPORATION
10311 ","Erin Ekblad 
(720) 616.4319 ","05/15/2017
05-123-44831-00",DR ,"Leffler
1N-23B-L ",NIOBRARA ,17594,SENE 21 6N 66W,1861 FNL 275 FEL,"WATTENBERG
90750 ",WELD 
"03/21/2017
03/24/2017","SYNERGY RESOURCES CORPORATION
10311 ","Erin Ekblad 
(720) 616.4319 ","05/15/2017
05-123-44829-00",DR ,"Leffler
41N-23C-L ",NIOBRARA ,17616,SENE 21 6N 66W,1901 FNL 275 FEL,"WATTENBERG
90750 ",WELD 
"03/21/2017
03/24/2017","SYNERGY RESOURCES CORPORATION
10311 ","Erin Ekblad 
(720) 616.4319 ","05/15/2017
05-123-44834-00",DR ,"Leffler
26N-23B-L ",NIOBRARA ,17719,SESE 21 6N 66W,1801 FNL 275 FEL,"WATTENBERG
90750 ",WELD 
"03/21/2017
03/24/2017","SYNERGY RESOURCES CORPORATION
10311 ","Erin Ekblad 
(720) 616.4319 ","05/15/2017
05-123-44833-00",DR ,"Leffler
1C-23-L ",CODELL ,17737,SENE 21 6N 66W,1881 FNL 275 FEL,"WATTENBERG
90750 ",WELD 
"03/21/2017
03/24/2017","SYNERGY RESOURCES CORPORATION
10311 ","Erin Ekblad 
(720) 616.4319 ","05/15/2017
05-123-44825-00",DR ,"Leffler
8N-23C-L ",NIOBRARA ,17587,SENE 21 6N 66W,2001 FNL 275 FEL,"WATTENBERG
90750 ",WELD 
"03/21/2017
03/24/2017","SYNERGY RESOURCES CORPORATION
10311 ","Erin Ekblad 
(720) 616.4319 ","05/15/2017
05-123-44826-00",DR ,"Leffler
40C-23-L ",CODELL ,17698,SENE 21 6N 66W,2021 FNL 275 FEL,"WATTENBERG
90750 ",WELD 
"02/03/2017
02/13/2017","EXTRACTION OIL & GAS LLC
10459 ","Jeff Annable 
(303) 928-7128 ","05/14/2017
05-123-44820-00",DR ,"MLD
1 ",CODELL ,12531,NWNW 22 4N 68W,806 FNL 800 FWL,"WATTENBERG
90750 ",WELD 
"02/03/2017
02/13/2017","EXTRACTION OIL & GAS LLC
10459 ","Jeff Annable 
(303) 928-7128 ","05/14/2017
05-123-44815-00",DR ,"MLD
4 ",NIOBRARA ,11774,NWNW 22 4N 68W,805 FNL 716 FWL,"WATTENBERG
90750 ",WELD 
"02/03/2017
02/13/2017","EXTRACTION OIL & GAS LLC
10459 ","Jeff Annable 
(303) 928-7128 ","05/14/2017
05-123-44821-00",DR ,"MLD
5 ",CODELL ,11819,NWNW 22 4N 68W,804 FNL 688 FWL,"WATTENBERG
90750 ",WELD 
"02/03/2017
02/13/2017","EXTRACTION OIL & GAS LLC
10459 ","Jeff Annable 
(303) 928-7128 ","05/14/2017
05-123-44811-00",DR ,"MLD
12 ",J SAND ,12730,NWNW 22 4N 68W,800 FNL 492 FWL,"WATTENBERG
90750 ",WELD 
"02/03/2017
02/13/2017","EXTRACTION OIL & GAS LLC
10459 ","Jeff Annable 
(303) 928-7128 ","05/14/2017
05-123-44814-00",DR ,"MLD
6 ",NIOBRARA ,11560,NWNW 22 4N 68W,803 FNL 660 FWL,"WATTENBERG
90750 ",WELD 
"02/03/2017
02/13/2017","EXTRACTION OIL & GAS LLC
10459 ","Jeff Annable 
(303) 928-7128 ","05/14/2017
05-123-44822-00",DR ,"MLD
7 ",CODELL ,11673,NWNW 22 4N 68W,803 FNL 632 FWL,"WATTENBERG
90750 ",WELD 
"02/03/2017
02/13/2017","EXTRACTION OIL & GAS LLC
10459 ","Jeff Annable 
(303) 928-7128 ","05/14/2017
05-123-44810-00",DR ,"MLD
9 ",CODELL ,11644,NWNW 22 4N 68W,802 FNL 576 FWL,"WATTENBERG
90750 ",WELD 
"02/03/2017
02/13/2017","EXTRACTION OIL & GAS LLC
10459 ","Jeff Annable 
(303) 928-7128 ","05/14/2017
05-123-44817-00",DR ,"MLD
10 ",NIOBRARA ,11492,NWNW 22 4N 68W,801 FNL 548 FWL,"WATTENBERG
90750 ",WELD 
"02/03/2017
02/13/2017","EXTRACTION OIL & GAS LLC
10459 ","Jeff Annable 
(303) 928-7128 ","05/14/2017
05-123-44819-00",DR ,"MLD
13 ",J SAND ,12215,NWNW 22 4N 68W,800 FNL 464 FWL,"WATTENBERG
90750 ",WELD 
"02/03/2017
02/13/2017","EXTRACTION OIL & GAS LLC
10459 ","Jeff Annable 
(303) 928-7128 ","05/14/2017
05-123-44816-00",DR ,"MLD
11 ",CODELL ,11697,NWNW 22 4N 68W,801 FNL 520 FWL,"WATTENBERG
90750 ",WELD 
"02/03/2017
02/13/2017","EXTRACTION OIL & GAS LLC
10459 ","Jeff Annable 
(303) 928-7128 ","05/14/2017
05-123-44812-00",DR ,"MLD
2 ",NIOBRARA ,12163,NWNW 22 4N 68W,806 FNL 772 FWL,"WATTENBERG
90750 ",WELD 
"02/03/2017
02/13/2017","EXTRACTION OIL & GAS LLC
10459 ","Jeff Annable 
(303) 928-7128 ","05/14/2017
05-123-44813-00",DR ,"MLD
3 ",CODELL ,12078,NWNW 22 4N 68W,805 FNL 744 FWL,"WATTENBERG
90750 ",WELD 
"02/22/2017
03/01/2017","EXTRACTION OIL & GAS LLC
10459 ","Jeff Annable 
(303) 928-7128 ","05/14/2017
05-123-44818-00",DR ,"MLD
8 ",NIOBRARA ,11474,NWNW 22 4N 68W,802 FNL 604 FWL,"WATTENBERG
90750 ",WELD 
"02/03/2017
02/13/2017","EXTRACTION OIL & GAS LLC
10459 ","Jeff Annable 
(303) 928-7128 ","05/14/2017
05-123-44809-00",DR ,"MLD
14 ",J SAND ,12055,NWNW 22 4N 68W,799 FNL 436 FWL,"WATTENBERG
90750 ",WELD 
"02/07/2017
02/16/2017","WHITING OIL & GAS CORPORATION
96155 ","Michael Brown 
(307) 237-9310 ","05/14/2017
05-123-44805-00",DR ,"Razor Fed
07F-1806 ",NIOBRARA ,14125,SENW 7 10N 58W,2263 FNL 1662 FWL,"WILDCAT
99999 ",WELD 
"02/07/2017
02/16/2017","WHITING OIL & GAS CORPORATION
96155 ","Michael Brown 
(307) 237-9310 ","05/14/2017
05-123-44803-00",DR ,"Razor Fed
07F-1808 ",NIOBRARA ,14137,SENW 7 10N 58W,2262 FNL 1783 FWL,"WILDCAT
99999 ",WELD 
"02/07/2017
02/16/2017","WHITING OIL & GAS CORPORATION
96155 ","Michael Brown 
(307) 237-9310 ","05/14/2017
05-123-44804-00",DR ,"Razor Fed
07F-1805 ",NIOBRARA ,14036,SENW 7 10N 58W,2263 FNL 1602 FWL,"WILDCAT
99999 ",WELD 
"02/07/2017
02/16/2017","WHITING OIL & GAS CORPORATION
96155 ","Michael Brown 
(307) 237-9310 ","05/14/2017
05-123-44807-00",DR ,"Razor Fed
07F-1840 ",NIOBRARA ,14308,SENW 7 10N 58W,2262 FNL 1753 FWL,"WILDCAT
99999 ",WELD 
"02/07/2017
02/16/2017","WHITING OIL & GAS CORPORATION
96155 ","Michael Brown 
(307) 237-9310 ","05/14/2017
05-123-44802-00",DR ,"Razor Fed
07F-1807 ",NIOBRARA ,14017,SENW 7 10N 58W,2262 FNL 1723 FWL,"WILDCAT
99999 ",WELD 
"02/07/2017
02/16/2017","WHITING OIL & GAS CORPORATION
96155 ","Michael Brown 
(307) 237-9310 ","05/14/2017
05-123-44808-00",DR ,"Razor Fed
07F-1838 ",NIOBRARA ,14312,SENW 7 10N 58W,2263 FNL 1633 FWL,"WILDCAT
99999 ",WELD 
"02/07/2017
02/16/2017","WHITING OIL & GAS CORPORATION
96155 ","Michael Brown 
(307) 237-9310 ","05/14/2017
05-123-44806-00",DR ,"Razor Fed
07F-1839 ",NIOBRARA ,14229,SENW 7 10N 58W,2262 FNL 1693 FWL,"WILDCAT
99999 ",WELD 
"01/31/2017
03/17/2017","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","CRAIG RICHARDSON 
(720) 929-6092 ","05/14/2017
05-123-44798-00",DR ,"CANNON
3N-4HZ ",NIOBRARA ,12913,NWNW 33 3N 65W,371 FNL 1094 FWL,"WATTENBERG
90750 ",WELD 
"01/31/2017
03/21/2017","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","CRAIG RICHARDSON 
(720) 929-6092 ","05/14/2017
05-123-44801-00",DR ,"CANNON
29C-4HZ ",CODELL ,13155,NWNW 33 3N 65W,370 FNL 1049 FWL,"WATTENBERG
90750 ",WELD 
"01/31/2017
03/21/2017","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","CRAIG RICHARDSON 
(720) 929-6092 ","05/14/2017
05-123-44796-00",DR ,"CANNON
29N-4HZ ",NIOBRARA ,12926,NWNW 33 3N 65W,370 FNL 1079 FWL,"WATTENBERG
90750 ",WELD 
"01/31/2017
03/21/2017","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","CRAIG RICHARDSON 
(720) 929-6092 ","05/14/2017
05-123-44795-00",DR ,"CANNON
2N-4HZ ",NIOBRARA ,13015,NWNW 33 3N 65W,371 FNL 1169 FWL,"WATTENBERG
90750 ",WELD 
"01/31/2017
03/21/2017","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","CRAIG RICHARDSON 
(720) 929-6092 ","05/14/2017
05-123-44793-00",DR ,"CANNON
4N-4HZ ",NIOBRARA ,13011,NWNW 33 3N 65W,370 FNL 1034 FWL,"WATTENBERG
90750 ",WELD 
"01/31/2017
03/21/2017","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","CRAIG RICHARDSON 
(720) 929-6092 ","05/14/2017
05-123-44799-00",DR ,"CANNON
30N-4HZ ",NIOBRARA ,12875,NWNW 33 3N 65W,370 FNL 1004 FWL,"WATTENBERG
90750 ",WELD 
"01/31/2017
03/21/2017","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","CRAIG RICHARDSON 
(720) 929-6092 ","05/14/2017
05-123-44800-00",DR ,"CANNON
28N-E4HZ ",NIOBRARA ,13012,NWNW 33 3N 65W,371 FNL 1139 FWL,"WATTENBERG
90750 ",WELD 
"01/31/2017
03/21/2017","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","CRAIG RICHARDSON 
(720) 929-6092 ","05/14/2017
05-123-44794-00",DR ,"CANNON
34N-33HZ ",NIOBRARA ,13058,NWNW 33 3N 65W,370 FNL 989 FWL,"WATTENBERG
90750 ",WELD 
"01/31/2017
03/21/2017","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","CRAIG RICHARDSON 
(720) 929-6092 ","05/14/2017
05-123-44797-00",DR ,"CANNON
28N-W4HZ ",NIOBRARA ,12863,NWNW 33 3N 65W,371 FNL 1124 FWL,"WATTENBERG
90750 ",WELD 
"12/19/2016
01/24/2017","CARRIZO NIOBRARA LLC
10439 ","Carol Pruitt 
(713) 328-1082 ","05/14/2017
05-123-34368-00",DR ,"Barracuda
29-11-7-60 ",NIOBRARA ,10682,NWNW 29 7N 60W,250 FNL 1328 FWL,"WILDCAT
99999 ",WELD 
"01/31/2017
03/17/2017","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","SHAYELYN MARSHALL 
(720) 929 6907 ","05/14/2017
05-123-44792-00",DR ,"CANNON
2C-4HZ ",CODELL ,13399,NENE 33 3N 65W,520 FNL 537 FEL,"WATTENBERG
90750 ",WELD 
"01/31/2017
03/17/2017","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","SHAYELYN MARSHALL 
(720) 929 6907 ","05/14/2017
05-123-44784-00",DR ,"CANNON
27N-4HZ ",NIOBRARA ,13253,NENE 33 3N 65W,520 FNL 522 FEL,"WATTENBERG
90750 ",WELD 
"01/31/2017
03/17/2017","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","SHAYELYN MARSHALL 
(720) 929 6907 ","05/14/2017
05-123-44785-00",DR ,"CANNON
28N-9HZ ",NIOBRARA ,18186,NENE 33 3N 65W,520 FNL 492 FEL,"WATTENBERG
90750 ",WELD 
"01/31/2017
03/17/2017","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","SHAYELYN MARSHALL 
(720) 929 6907 ","05/14/2017
05-123-44790-00",DR ,"CANNON
2N-9HZ ",NIOBRARA ,18208,NENE 33 3N 65W,520 FNL 477 FEL,"WATTENBERG
90750 ",WELD 
"01/31/2017
03/17/2017","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","SHAYELYN MARSHALL 
(720) 929 6907 ","05/14/2017
05-123-44791-00",DR ,"CANNON
27C-9HZ ",CODELL ,18294,NENE 33 3N 65W,520 FNL 447 FEL,"WATTENBERG
90750 ",WELD 
"01/31/2017
03/17/2017","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","SHAYELYN MARSHALL 
(720) 929 6907 ","05/14/2017
05-123-44786-00",DR ,"CANNON
27N-9HZ ",NIOBRARA ,18057,NENE 33 3N 65W,521 FNL 432 FEL,"WATTENBERG
90750 ",WELD 
"01/31/2017
03/17/2017","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","SHAYELYN MARSHALL 
(720) 929 6907 ","05/14/2017
05-123-44788-00",DR ,"CANNON
26N-9HZ ",NIOBRARA ,18075,NENE 33 3N 65W,521 FNL 387 FEL,"WATTENBERG
90750 ",WELD 
"01/31/2017
03/17/2017","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","SHAYELYN MARSHALL 
(720) 929 6907 ","05/14/2017
05-123-44789-00",DR ,"CANNON
1N-9HZ ",NIOBRARA ,18135,NENE 33 3N 65W,521 FNL 402 FEL,"WATTENBERG
90750 ",WELD 
"01/31/2017
03/17/2017","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","SHAYELYN MARSHALL 
(720) 929 6907 ","05/14/2017
05-123-44787-00",DR ,"CANNON
34N-3HZ ",NIOBRARA ,17629,NENE 33 3N 65W,521 FNL 357 FEL,"WATTENBERG
90750 ",WELD 
"06/09/2016
06/17/2016","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","SHAYELYN MARSHALL 
(720) 929-6907 ","05/14/2017
05-123-44778-00",DR ,"MARRS STATE
40N-22HZ ",NIOBRARA ,13234,SWNW 22 1N 67W,2120 FNL 765 FWL,"WATTENBERG
90750 ",WELD 
"06/09/2016
06/17/2016","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","SHAYELYN MARSHALL 
(720) 929-6907 ","05/14/2017
05-123-44776-00",DR ,"MARRS STATE
41N-22HZ ",NIOBRARA ,13086,SWNW 22 1N 67W,2119 FNL 705 FWL,"WATTENBERG
90750 ",WELD 
"06/09/2016
06/17/2016","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","SHAYELYN MARSHALL 
(720) 929-6907 ","05/14/2017
05-123-44783-00",DR ,"MARRS STATE
30N-10HZ ",NIOBRARA ,15706,SWNW 22 1N 67W,2120 FNL 795 FWL,"WATTENBERG
90750 ",WELD 
"06/09/2016
06/17/2016","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","SHAYELYN MARSHALL 
(720) 929-6907 ","05/14/2017
05-123-44781-00",DR ,"MARRS STATE
8N-22HZ ",NIOBRARA ,13143,SWNW 22 1N 67W,2120 FNL 750 FWL,"WATTENBERG
90750 ",WELD 
"06/09/2016
06/17/2016","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","SHAYELYN MARSHALL 
(720) 929-6907 ","05/14/2017
05-123-44777-00",DR ,"MARRS
29C-10HZ ",CODELL ,15839,SWNW 22 1N 67W,2121 FNL 855 FWL,"WATTENBERG
90750 ",WELD 
"06/09/2016
06/17/2016","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","SHAYELYN MARSHALL 
(720) 929-6907 ","05/14/2017
05-123-44780-00",DR ,"MARRS
4C-10HZ ",CODELL ,15822,SWNW 22 1N 67W,2120 FNL 810 FWL,"WATTENBERG
90750 ",WELD 
"06/09/2016
06/17/2016","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","SHAYELYN MARSHALL 
(720) 929-6907 ","05/14/2017
05-123-44779-00",DR ,"MARRS STATE
8C-22HZ ",CODELL ,13307,SWNW 22 1N 67W,2119 FNL 720 FWL,"WATTENBERG
90750 ",WELD 
"06/09/2016
06/17/2016","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","SHAYELYN MARSHALL 
(720) 929-6907 ","05/14/2017
05-123-44782-00",DR ,"MARRS
4N-10HZ ",NIOBRARA ,15624,SWNW 22 1N 67W,2120 FNL 840 FWL,"WATTENBERG
90750 ",WELD 
"02/28/2017
03/09/2017","EXTRACTION OIL & GAS LLC
10459 ","Alyssa Andrews 
(720) 481-2379 ","05/14/2017
05-123-44768-00",DR ,"HFE
1 ",J SAND ,12477,SWSW 22 4N 68W,1126 FSL 879 FWL,"WATTENBERG
90750 ",WELD 
"02/28/2017
03/09/2017","EXTRACTION OIL & GAS LLC
10459 ","Alyssa Andrews 
(720) 481-2379 ","05/14/2017
05-123-44769-00",DR ,"HFE
3 ",CODELL ,12094,SWSW 22 4N 68W,1126 FSL 935 FWL,"WATTENBERG
90750 ",WELD 
"02/28/2017
03/09/2017","EXTRACTION OIL & GAS LLC
10459 ","Alyssa Andrews 
(720) 481-2379 ","05/14/2017
05-123-44775-00",DR ,"HFE
6 ",NIOBRARA ,11862,SWSW 22 4N 68W,1125 FSL 1019 FWL,"WATTENBERG
90750 ",WELD 
"02/28/2017
03/09/2017","EXTRACTION OIL & GAS LLC
10459 ","Alyssa Andrews 
(720) 481-2379 ","05/14/2017
05-123-44771-00",DR ,"HFE
8 ",NIOBRARA ,11977,SWSW 22 4N 68W,1125 FSL 1075 FWL,"WATTENBERG
90750 ",WELD 
"02/28/2017
03/09/2017","EXTRACTION OIL & GAS LLC
10459 ","Alyssa Andrews 
(720) 481-2379 ","05/14/2017
05-123-44774-00",DR ,"HFE
4 ",NIOBRARA ,11869,SWSW 22 4N 68W,1126 FSL 963 FWL,"WATTENBERG
90750 ",WELD 
"02/28/2017
03/09/2017","EXTRACTION OIL & GAS LLC
10459 ","Alyssa Andrews 
(720) 481-2379 ","05/14/2017
05-123-44773-00",DR ,"HFE
7 ",CODELL ,12084,SWSW 22 4N 68W,1125 FSL 1047 FWL,"WATTENBERG
90750 ",WELD 
"02/28/2017
03/09/2017","EXTRACTION OIL & GAS LLC
10459 ","Alyssa Andrews 
(720) 481-2379 ","05/14/2017
05-123-44770-00",DR ,"HFE
2 ",NIOBRARA ,11976,SWSW 22 4N 68W,1126 FSL 907 FWL,"WATTENBERG
90750 ",WELD 
"02/28/2017
03/09/2017","EXTRACTION OIL & GAS LLC
10459 ","Alyssa Andrews 
(720) 481-2379 ","05/14/2017
05-123-44772-00",DR ,"HFE
5 ",CODELL ,12039,SWSW 22 4N 68W,1125 FSL 991 FWL,"WATTENBERG
90750 ",WELD 
"03/24/2017
03/29/2017","EXTRACTION OIL & GAS LLC
10459 ","Alyssa Andrews 
(720) 481-2379 ","05/11/2017
05-069-06487-00",DR ,"McGirr
8N ",NIOBRARA ,16935,NESE 26 5N 68W,1984 FSL 400 FEL,"WATTENBERG
90750 ",LARIMER 
"03/24/2017
03/29/2017","EXTRACTION OIL & GAS LLC
10459 ","Alyssa Andrews 
(720) 481-2379 ","05/11/2017
05-069-06492-00",DR ,"McGirr
2N ",NIOBRARA ,16909,NESE 26 5N 68W,2025 FSL 426 FEL,"WATTENBERG
90750 ",LARIMER 
"03/24/2017
03/29/2017","EXTRACTION OIL & GAS LLC
10459 ","Alyssa Andrews 
(720) 481-2379 ","05/11/2017
05-069-06491-00",DR ,"McGirr
11N ",NIOBRARA ,17051,NESE 26 5N 68W,1971 FSL 392 FEL,"WATTENBERG
90750 ",LARIMER 
"03/24/2017
03/29/2017","EXTRACTION OIL & GAS LLC
10459 ","Alyssa Andrews 
(720) 481-2379 ","05/11/2017
05-069-06489-00",DR ,"McGirr
5N ",NIOBRARA ,16894,NESE 26 5N 68W,2011 FSL 418 FEL,"WATTENBERG
90750 ",LARIMER 
"03/24/2017
03/29/2017","EXTRACTION OIL & GAS LLC
10459 ","Alyssa Andrews 
(720) 481-2379 ","05/11/2017
05-069-06490-00",DR ,"McGirr
6C ",CODELL ,17152,NESE 26 5N 68W,1998 FSL 409 FEL,"WATTENBERG
90750 ",LARIMER 
"03/24/2017
03/29/2017","EXTRACTION OIL & GAS LLC
10459 ","Alyssa Andrews 
(720) 481-2379 ","05/11/2017
05-069-06488-00",DR ,"McGirr
12C ",CODELL ,17365,NESE 26 5N 68W,1957 FSL 383 FEL,"WATTENBERG
90750 ",LARIMER 
"05/09/2017
05/09/2017","BARRETT CORPORATION* BILL
10071 ","BRADY RILEY 
(303) 3128115 ","05/10/2017
05-123-44257-01",DR ,"CVR
5-63-32-4841C2 ",NIOBRARA ,16348,NWSW 32 5N 63W,1452 FSL 230 FWL,"WATTENBERG
90750 ",WELD 
"02/28/2017
03/08/2017","KERR MCGEE OIL & GAS ONSHORE LP
47120 ","CRAIG RICHARDSON 
(720) 929-6092 ","05/10/2017
05-123-44766-00",DR ,"RW
27N-5HZ ",NIOBRARA ,13299,SWSE 29 3N 65W,372 FSL 1651 FEL,"WATTENBERG
90750 ",WELD 
"02/27/2017
03/07/2017","KINDER MORGAN CO2 CO LP
46685 ","Christopher Lopez 
(970) 882-5537 ","05/10/2017
05-033-06182-00",DR ,"DC
25 ",LEADVILLE ,9635,Lot 7 7 40N 17W,541 FNL 1043 FWL,"DOE CANYON
17210 ",DOLORES 
"04/11/2017
04/12/2017","FIFTH CREEK ENERGY OPERATING COMPANY LLC
10629 ","Sydney Smith 
(303) 910-4511 ","05/10/2017
05-123-44763-00",DR ,"Critter Creek
247-2412H ",NIOBRARA ,17833,NENE 24 11N 63W,210 FNL 1013 FEL,"HEREFORD
34200 ",WELD 
"04/11/2017
04/12/2017","FIFTH CREEK ENERGY OPERATING COMPANY LLC
10629 ","Sydney Smith 
(303) 910-4511 ","05/10/2017
05-123-44764-00",DR ,"Critter Creek
246-2412H ",NIOBRARA ,17829,NWNE 24 11N 63W,210 FNL 1612 FEL,"HEREFORD
34200 ",WELD 
"04/11/2017
04/12/2017","FIFTH CREEK ENERGY OPERATING COMPANY LLC
10629 ","Sydney Smith 
(303) 910-4511 ","05/10/2017
05-123-44765-00",DR ,"Critter Creek
248-2412H ",NIOBRARA ,17859,NENE 24 11N 63W,210 FNL 913 FEL,"HEREFORD
34200 ",WELD 
